Time [s] 	canBusModel.CAN_OUT 	vECUcontroller_1.Out1
3.1369999999998	0-0-0-0-	0-0-0-0-0-
3.1379999999998	0-0-0-0-	0-0-0-0-0-
3.1389999999998	0-0-0-0-	0-0-0-0-0-
3.1399999999998	0-0-0-0-	0-0-0-0-0-
3.1409999999998	0-0-0-0-	0-0-0-0-0-
3.1419999999998	0-0-0-0-	0-0-0-0-0-
3.1429999999998	0-0-0-0-	0-0-0-0-0-
3.1439999999998	0-0-0-0-	0-0-0-0-0-
3.1449999999998	0-0-0-0-	0-0-0-0-0-
3.1459999999998	0-0-0-0-	1-5-0-8-62:00:00:00:00:00:00:00
3.1469999999998	0-0-0-0-	0-0-0-0-0-
3.1479999999998	1-5-0-8-62:00:00:00:00:00:00:00	0-0-0-0-0-
3.1489999999998	0-0-0-0-	0-0-0-0-0-
3.1499999999998	0-0-0-0-	0-0-0-0-0-
3.1509999999998	0-0-0-0-	0-0-0-0-0-
3.1519999999998	0-0-0-0-	0-0-0-0-0-
3.1529999999998	0-0-0-0-	0-0-0-0-0-
3.1539999999998	0-0-0-0-	0-0-0-0-0-
3.1549999999998	0-0-0-0-	0-0-0-0-0-
3.1559999999998	0-0-0-0-	0-0-0-0-0-
3.1569999999998	0-0-0-0-	0-0-0-0-0-
3.1579999999998	0-0-0-0-	0-0-0-0-0-
3.1589999999998	0-0-0-0-	0-0-0-0-0-
3.1599999999998	0-0-0-0-	0-0-0-0-0-
3.1609999999998	0-0-0-0-	0-0-0-0-0-
3.1619999999998	0-0-0-0-	0-0-0-0-0-
3.1629999999998	0-0-0-0-	0-0-0-0-0-
3.1639999999998	0-0-0-0-	0-0-0-0-0-
3.1649999999998	0-0-0-0-	0-0-0-0-0-
3.1659999999998	0-0-0-0-	0-0-0-0-0-
3.1669999999998	0-0-0-0-	0-0-0-0-0-
3.1679999999998	0-0-0-0-	0-0-0-0-0-
3.1689999999998	0-0-0-0-	0-0-0-0-0-
3.1699999999998	0-0-0-0-	0-0-0-0-0-
3.1709999999998	0-0-0-0-	0-0-0-0-0-
3.1719999999998	0-0-0-0-	0-0-0-0-0-
3.1729999999998	0-0-0-0-	0-0-0-0-0-
3.1739999999998	0-0-0-0-	0-0-0-0-0-
3.1749999999998	0-0-0-0-	0-0-0-0-0-
3.1759999999998	0-0-0-0-	0-0-0-0-0-
3.1769999999998	0-0-0-0-	0-0-0-0-0-
3.1779999999998	0-0-0-0-	0-0-0-0-0-
3.1789999999998	0-0-0-0-	0-0-0-0-0-
3.1799999999998	0-0-0-0-	0-0-0-0-0-
3.1809999999998	0-0-0-0-	0-0-0-0-0-
3.1819999999998	0-0-0-0-	0-0-0-0-0-
3.1829999999998	0-0-0-0-	0-0-0-0-0-
3.1839999999998	0-0-0-0-	0-0-0-0-0-
3.1849999999998	0-0-0-0-	0-0-0-0-0-
3.1859999999998	0-0-0-0-	0-0-0-0-0-
3.1869999999998	0-0-0-0-	0-0-0-0-0-
3.1879999999998	0-0-0-0-	0-0-0-0-0-
3.1889999999998	0-0-0-0-	0-0-0-0-0-
3.1899999999998	0-0-0-0-	0-0-0-0-0-
3.1909999999998	0-0-0-0-	0-0-0-0-0-
3.1919999999998	0-0-0-0-	0-0-0-0-0-
3.1929999999998	0-0-0-0-	0-0-0-0-0-
3.1939999999998	0-0-0-0-	0-0-0-0-0-
3.1949999999998	0-0-0-0-	0-0-0-0-0-
3.1959999999998	0-0-0-0-	1-5-0-8-6C:00:00:00:00:00:00:00
3.1969999999998	0-0-0-0-	0-0-0-0-0-
3.1979999999998	1-5-0-8-6C:00:00:00:00:00:00:00	0-0-0-0-0-
3.1989999999998	0-0-0-0-	0-0-0-0-0-
3.1999999999998	0-0-0-0-	0-0-0-0-0-
3.2009999999998	0-0-0-0-	0-0-0-0-0-
3.2019999999998	0-0-0-0-	0-0-0-0-0-
3.2029999999998	0-0-0-0-	0-0-0-0-0-
3.2039999999998	0-0-0-0-	0-0-0-0-0-
3.2049999999998	0-0-0-0-	0-0-0-0-0-
3.2059999999998	0-0-0-0-	0-0-0-0-0-
3.2069999999998	0-0-0-0-	0-0-0-0-0-
3.2079999999998	0-0-0-0-	0-0-0-0-0-
3.2089999999998	0-0-0-0-	0-0-0-0-0-
3.2099999999998	0-0-0-0-	0-0-0-0-0-
3.2109999999998	0-0-0-0-	0-0-0-0-0-
3.2119999999998	0-0-0-0-	0-0-0-0-0-
3.2129999999998	0-0-0-0-	0-0-0-0-0-
3.2139999999998	0-0-0-0-	0-0-0-0-0-
3.2149999999998	0-0-0-0-	0-0-0-0-0-
3.2159999999998	0-0-0-0-	0-0-0-0-0-
3.2169999999998	0-0-0-0-	0-0-0-0-0-
3.2179999999998	0-0-0-0-	0-0-0-0-0-
3.2189999999998	0-0-0-0-	0-0-0-0-0-
3.2199999999998	0-0-0-0-	0-0-0-0-0-
3.2209999999998	0-0-0-0-	0-0-0-0-0-
3.2219999999998	0-0-0-0-	0-0-0-0-0-
3.2229999999998	0-0-0-0-	0-0-0-0-0-
3.2239999999998	0-0-0-0-	0-0-0-0-0-
3.2249999999998	0-0-0-0-	0-0-0-0-0-
3.2259999999998	0-0-0-0-	0-0-0-0-0-
3.2269999999998	0-0-0-0-	0-0-0-0-0-
3.2279999999998	0-0-0-0-	0-0-0-0-0-
3.2289999999998	0-0-0-0-	0-0-0-0-0-
3.2299999999998	0-0-0-0-	0-0-0-0-0-
3.2309999999998	0-0-0-0-	0-0-0-0-0-
3.2319999999998	0-0-0-0-	0-0-0-0-0-
3.2329999999998	0-0-0-0-	0-0-0-0-0-
3.2339999999998	0-0-0-0-	0-0-0-0-0-
3.2349999999998	0-0-0-0-	0-0-0-0-0-
3.2359999999998	0-0-0-0-	0-0-0-0-0-
3.2369999999998	0-0-0-0-	0-0-0-0-0-
3.2379999999998	0-0-0-0-	0-0-0-0-0-
3.2389999999998	0-0-0-0-	0-0-0-0-0-
3.2399999999998	0-0-0-0-	0-0-0-0-0-
3.2409999999998	0-0-0-0-	0-0-0-0-0-
3.2419999999998	0-0-0-0-	0-0-0-0-0-
3.2429999999998	0-0-0-0-	0-0-0-0-0-
3.2439999999998	0-0-0-0-	0-0-0-0-0-
3.2449999999998	0-0-0-0-	0-0-0-0-0-
3.2459999999998	0-0-0-0-	1-5-0-8-76:00:00:00:00:00:00:00
3.2469999999998	0-0-0-0-	0-0-0-0-0-
3.2479999999998	1-5-0-8-76:00:00:00:00:00:00:00	0-0-0-0-0-
3.2489999999998	0-0-0-0-	0-0-0-0-0-
3.2499999999998	0-0-0-0-	0-0-0-0-0-
3.2509999999998	0-0-0-0-	0-0-0-0-0-
3.2519999999998	0-0-0-0-	0-0-0-0-0-
3.2529999999998	0-0-0-0-	0-0-0-0-0-
3.2539999999998	0-0-0-0-	0-0-0-0-0-
3.2549999999998	0-0-0-0-	0-0-0-0-0-
3.2559999999998	0-0-0-0-	0-0-0-0-0-
3.2569999999998	0-0-0-0-	0-0-0-0-0-
3.2579999999998	0-0-0-0-	0-0-0-0-0-
3.2589999999998	0-0-0-0-	0-0-0-0-0-
3.2599999999998	0-0-0-0-	0-0-0-0-0-
3.2609999999998	0-0-0-0-	0-0-0-0-0-
3.2619999999998	0-0-0-0-	0-0-0-0-0-
3.2629999999998	0-0-0-0-	0-0-0-0-0-
3.2639999999998	0-0-0-0-	0-0-0-0-0-
3.2649999999998	0-0-0-0-	0-0-0-0-0-
3.2659999999998	0-0-0-0-	0-0-0-0-0-
3.2669999999998	0-0-0-0-	0-0-0-0-0-
3.2679999999998	0-0-0-0-	0-0-0-0-0-
3.2689999999998	0-0-0-0-	0-0-0-0-0-
3.2699999999998	0-0-0-0-	0-0-0-0-0-
3.2709999999998	0-0-0-0-	0-0-0-0-0-
3.2719999999998	0-0-0-0-	0-0-0-0-0-
3.2729999999998	0-0-0-0-	0-0-0-0-0-
3.2739999999998	0-0-0-0-	0-0-0-0-0-
3.2749999999998	0-0-0-0-	0-0-0-0-0-
3.2759999999998	0-0-0-0-	0-0-0-0-0-
3.2769999999998	0-0-0-0-	0-0-0-0-0-
3.2779999999998	0-0-0-0-	0-0-0-0-0-
3.2789999999997	0-0-0-0-	0-0-0-0-0-
3.2799999999997	0-0-0-0-	0-0-0-0-0-
3.2809999999997	0-0-0-0-	0-0-0-0-0-
3.2819999999997	0-0-0-0-	0-0-0-0-0-
3.2829999999997	0-0-0-0-	0-0-0-0-0-
3.2839999999997	0-0-0-0-	0-0-0-0-0-
3.2849999999997	0-0-0-0-	0-0-0-0-0-
3.2859999999997	0-0-0-0-	0-0-0-0-0-
3.2869999999997	0-0-0-0-	0-0-0-0-0-
3.2879999999997	0-0-0-0-	0-0-0-0-0-
3.2889999999997	0-0-0-0-	0-0-0-0-0-
3.2899999999997	0-0-0-0-	0-0-0-0-0-
3.2909999999997	0-0-0-0-	0-0-0-0-0-
3.2919999999997	0-0-0-0-	0-0-0-0-0-
3.2929999999997	0-0-0-0-	0-0-0-0-0-
3.2939999999997	0-0-0-0-	0-0-0-0-0-
3.2949999999997	0-0-0-0-	0-0-0-0-0-
3.2959999999997	0-0-0-0-	1-5-0-8-80:00:00:00:00:00:00:00
3.2969999999997	0-0-0-0-	0-0-0-0-0-
3.2979999999997	1-5-0-8-80:00:00:00:00:00:00:00	0-0-0-0-0-
3.2989999999997	0-0-0-0-	0-0-0-0-0-
3.2999999999997	0-0-0-0-	0-0-0-0-0-
3.3009999999997	0-0-0-0-	0-0-0-0-0-
3.3019999999997	0-0-0-0-	0-0-0-0-0-
3.3029999999997	0-0-0-0-	0-0-0-0-0-
3.3039999999997	0-0-0-0-	0-0-0-0-0-
3.3049999999997	0-0-0-0-	0-0-0-0-0-
3.3059999999997	0-0-0-0-	0-0-0-0-0-
3.3069999999997	0-0-0-0-	0-0-0-0-0-
3.3079999999997	0-0-0-0-	0-0-0-0-0-
3.3089999999997	0-0-0-0-	0-0-0-0-0-
3.3099999999997	0-0-0-0-	0-0-0-0-0-
3.3109999999997	0-0-0-0-	0-0-0-0-0-
3.3119999999997	0-0-0-0-	0-0-0-0-0-
3.3129999999997	0-0-0-0-	0-0-0-0-0-
3.3139999999997	0-0-0-0-	0-0-0-0-0-
3.3149999999997	0-0-0-0-	0-0-0-0-0-
3.3159999999997	0-0-0-0-	0-0-0-0-0-
3.3169999999997	0-0-0-0-	0-0-0-0-0-
3.3179999999997	0-0-0-0-	0-0-0-0-0-
3.3189999999997	0-0-0-0-	0-0-0-0-0-
3.3199999999997	0-0-0-0-	0-0-0-0-0-
3.3209999999997	0-0-0-0-	0-0-0-0-0-
3.3219999999997	0-0-0-0-	0-0-0-0-0-
3.3229999999997	0-0-0-0-	0-0-0-0-0-
3.3239999999997	0-0-0-0-	0-0-0-0-0-
3.3249999999997	0-0-0-0-	0-0-0-0-0-
3.3259999999997	0-0-0-0-	0-0-0-0-0-
3.3269999999997	0-0-0-0-	0-0-0-0-0-
3.3279999999997	0-0-0-0-	0-0-0-0-0-
3.3289999999997	0-0-0-0-	0-0-0-0-0-
3.3299999999997	0-0-0-0-	0-0-0-0-0-
3.3309999999997	0-0-0-0-	0-0-0-0-0-
3.3319999999997	0-0-0-0-	0-0-0-0-0-
3.3329999999997	0-0-0-0-	0-0-0-0-0-
3.3339999999997	0-0-0-0-	0-0-0-0-0-
3.3349999999997	0-0-0-0-	0-0-0-0-0-
3.3359999999997	0-0-0-0-	0-0-0-0-0-
3.3369999999997	0-0-0-0-	0-0-0-0-0-
3.3379999999997	0-0-0-0-	0-0-0-0-0-
3.3389999999997	0-0-0-0-	0-0-0-0-0-
3.3399999999997	0-0-0-0-	0-0-0-0-0-
3.3409999999997	0-0-0-0-	0-0-0-0-0-
3.3419999999997	0-0-0-0-	0-0-0-0-0-
3.3429999999997	0-0-0-0-	0-0-0-0-0-
3.3439999999997	0-0-0-0-	0-0-0-0-0-
3.3449999999997	0-0-0-0-	0-0-0-0-0-
3.3459999999997	0-0-0-0-	1-5-0-8-8A:00:00:00:00:00:00:00
3.3469999999997	0-0-0-0-	0-0-0-0-0-
3.3479999999997	1-5-0-8-8A:00:00:00:00:00:00:00	0-0-0-0-0-
3.3489999999997	0-0-0-0-	0-0-0-0-0-
3.3499999999997	0-0-0-0-	0-0-0-0-0-
3.3509999999997	0-0-0-0-	0-0-0-0-0-
3.3519999999997	0-0-0-0-	0-0-0-0-0-
3.3529999999997	0-0-0-0-	0-0-0-0-0-
3.3539999999997	0-0-0-0-	0-0-0-0-0-
3.3549999999997	0-0-0-0-	0-0-0-0-0-
3.3559999999997	0-0-0-0-	0-0-0-0-0-
3.3569999999997	0-0-0-0-	0-0-0-0-0-
3.3579999999997	0-0-0-0-	0-0-0-0-0-
3.3589999999997	0-0-0-0-	0-0-0-0-0-
3.3599999999997	0-0-0-0-	0-0-0-0-0-
3.3609999999997	0-0-0-0-	0-0-0-0-0-
3.3619999999997	0-0-0-0-	0-0-0-0-0-
3.3629999999997	0-0-0-0-	0-0-0-0-0-
3.3639999999997	0-0-0-0-	0-0-0-0-0-
3.3649999999997	0-0-0-0-	0-0-0-0-0-
3.3659999999997	0-0-0-0-	0-0-0-0-0-
3.3669999999997	0-0-0-0-	0-0-0-0-0-
3.3679999999997	0-0-0-0-	0-0-0-0-0-
3.3689999999997	0-0-0-0-	0-0-0-0-0-
3.3699999999997	0-0-0-0-	0-0-0-0-0-
3.3709999999997	0-0-0-0-	0-0-0-0-0-
3.3719999999997	0-0-0-0-	0-0-0-0-0-
3.3729999999997	0-0-0-0-	0-0-0-0-0-
3.3739999999997	0-0-0-0-	0-0-0-0-0-
3.3749999999997	0-0-0-0-	0-0-0-0-0-
3.3759999999997	0-0-0-0-	0-0-0-0-0-
3.3769999999997	0-0-0-0-	0-0-0-0-0-
3.3779999999997	0-0-0-0-	0-0-0-0-0-
3.3789999999997	0-0-0-0-	0-0-0-0-0-
3.3799999999997	0-0-0-0-	0-0-0-0-0-
3.3809999999997	0-0-0-0-	0-0-0-0-0-
3.3819999999997	0-0-0-0-	0-0-0-0-0-
3.3829999999997	0-0-0-0-	0-0-0-0-0-
3.3839999999997	0-0-0-0-	0-0-0-0-0-
3.3849999999997	0-0-0-0-	0-0-0-0-0-
3.3859999999997	0-0-0-0-	0-0-0-0-0-
3.3869999999997	0-0-0-0-	0-0-0-0-0-
3.3879999999997	0-0-0-0-	0-0-0-0-0-
3.3889999999997	0-0-0-0-	0-0-0-0-0-
3.3899999999997	0-0-0-0-	0-0-0-0-0-
3.3909999999997	0-0-0-0-	0-0-0-0-0-
3.3919999999997	0-0-0-0-	0-0-0-0-0-
3.3929999999997	0-0-0-0-	0-0-0-0-0-
3.3939999999997	0-0-0-0-	0-0-0-0-0-
3.3949999999997	0-0-0-0-	0-0-0-0-0-
3.3959999999997	0-0-0-0-	1-5-0-8-94:00:00:00:00:00:00:00
3.3969999999997	0-0-0-0-	0-0-0-0-0-
3.3979999999997	1-5-0-8-94:00:00:00:00:00:00:00	0-0-0-0-0-
3.3989999999997	0-0-0-0-	0-0-0-0-0-
3.3999999999997	0-0-0-0-	0-0-0-0-0-
3.4009999999997	0-0-0-0-	0-0-0-0-0-
3.4019999999997	0-0-0-0-	0-0-0-0-0-
3.4029999999997	0-0-0-0-	0-0-0-0-0-
3.4039999999997	0-0-0-0-	0-0-0-0-0-
3.4049999999997	0-0-0-0-	0-0-0-0-0-
3.4059999999997	0-0-0-0-	0-0-0-0-0-
3.4069999999997	0-0-0-0-	0-0-0-0-0-
3.4079999999997	0-0-0-0-	0-0-0-0-0-
3.4089999999997	0-0-0-0-	0-0-0-0-0-
3.4099999999997	0-0-0-0-	0-0-0-0-0-
3.4109999999997	0-0-0-0-	0-0-0-0-0-
3.4119999999997	0-0-0-0-	0-0-0-0-0-
3.4129999999997	0-0-0-0-	0-0-0-0-0-
3.4139999999997	0-0-0-0-	0-0-0-0-0-
3.4149999999997	0-0-0-0-	0-0-0-0-0-
3.4159999999997	0-0-0-0-	0-0-0-0-0-
3.4169999999997	0-0-0-0-	0-0-0-0-0-
3.4179999999997	0-0-0-0-	0-0-0-0-0-
3.4189999999997	0-0-0-0-	0-0-0-0-0-
3.4199999999997	0-0-0-0-	0-0-0-0-0-
3.4209999999997	0-0-0-0-	0-0-0-0-0-
3.4219999999997	0-0-0-0-	0-0-0-0-0-
3.4229999999997	0-0-0-0-	0-0-0-0-0-
3.4239999999997	0-0-0-0-	0-0-0-0-0-
3.4249999999997	0-0-0-0-	0-0-0-0-0-
3.4259999999997	0-0-0-0-	0-0-0-0-0-
3.4269999999997	0-0-0-0-	0-0-0-0-0-
3.4279999999997	0-0-0-0-	0-0-0-0-0-
3.4289999999997	0-0-0-0-	0-0-0-0-0-
3.4299999999997	0-0-0-0-	0-0-0-0-0-
3.4309999999997	0-0-0-0-	0-0-0-0-0-
3.4319999999997	0-0-0-0-	0-0-0-0-0-
3.4329999999997	0-0-0-0-	0-0-0-0-0-
3.4339999999997	0-0-0-0-	0-0-0-0-0-
3.4349999999997	0-0-0-0-	0-0-0-0-0-
3.4359999999997	0-0-0-0-	0-0-0-0-0-
3.4369999999997	0-0-0-0-	0-0-0-0-0-
3.4379999999997	0-0-0-0-	0-0-0-0-0-
3.4389999999997	0-0-0-0-	0-0-0-0-0-
3.4399999999997	0-0-0-0-	0-0-0-0-0-
3.4409999999997	0-0-0-0-	0-0-0-0-0-
3.4419999999997	0-0-0-0-	0-0-0-0-0-
3.4429999999997	0-0-0-0-	0-0-0-0-0-
3.4439999999997	0-0-0-0-	0-0-0-0-0-
3.4449999999997	0-0-0-0-	0-0-0-0-0-
3.4459999999997	0-0-0-0-	1-5-0-8-9E:00:00:00:00:00:00:00
3.4469999999997	0-0-0-0-	0-0-0-0-0-
3.4479999999997	1-5-0-8-9E:00:00:00:00:00:00:00	0-0-0-0-0-
3.4489999999997	0-0-0-0-	0-0-0-0-0-
3.4499999999997	0-0-0-0-	0-0-0-0-0-
3.4509999999997	0-0-0-0-	0-0-0-0-0-
3.4519999999997	0-0-0-0-	0-0-0-0-0-
3.4529999999997	0-0-0-0-	0-0-0-0-0-
3.4539999999997	0-0-0-0-	0-0-0-0-0-
3.4549999999997	0-0-0-0-	0-0-0-0-0-
3.4559999999997	0-0-0-0-	0-0-0-0-0-
3.4569999999997	0-0-0-0-	0-0-0-0-0-
3.4579999999997	0-0-0-0-	0-0-0-0-0-
3.4589999999997	0-0-0-0-	0-0-0-0-0-
3.4599999999997	0-0-0-0-	0-0-0-0-0-
3.4609999999997	0-0-0-0-	0-0-0-0-0-
3.4619999999997	0-0-0-0-	0-0-0-0-0-
3.4629999999997	0-0-0-0-	0-0-0-0-0-
3.4639999999997	0-0-0-0-	0-0-0-0-0-
3.4649999999997	0-0-0-0-	0-0-0-0-0-
3.4659999999997	0-0-0-0-	0-0-0-0-0-
3.4669999999997	0-0-0-0-	0-0-0-0-0-
3.4679999999997	0-0-0-0-	0-0-0-0-0-
3.4689999999997	0-0-0-0-	0-0-0-0-0-
3.4699999999997	0-0-0-0-	0-0-0-0-0-
3.4709999999997	0-0-0-0-	0-0-0-0-0-
3.4719999999997	0-0-0-0-	0-0-0-0-0-
3.4729999999997	0-0-0-0-	0-0-0-0-0-
3.4739999999997	0-0-0-0-	0-0-0-0-0-
3.4749999999997	0-0-0-0-	0-0-0-0-0-
3.4759999999997	0-0-0-0-	0-0-0-0-0-
3.4769999999997	0-0-0-0-	0-0-0-0-0-
3.4779999999997	0-0-0-0-	0-0-0-0-0-
3.4789999999997	0-0-0-0-	0-0-0-0-0-
3.4799999999997	0-0-0-0-	0-0-0-0-0-
3.4809999999997	0-0-0-0-	0-0-0-0-0-
3.4819999999997	0-0-0-0-	0-0-0-0-0-
3.4829999999997	0-0-0-0-	0-0-0-0-0-
3.4839999999997	0-0-0-0-	0-0-0-0-0-
3.4849999999997	0-0-0-0-	0-0-0-0-0-
3.4859999999997	0-0-0-0-	0-0-0-0-0-
3.4869999999997	0-0-0-0-	0-0-0-0-0-
3.4879999999997	0-0-0-0-	0-0-0-0-0-
3.4889999999997	0-0-0-0-	0-0-0-0-0-
3.4899999999997	0-0-0-0-	0-0-0-0-0-
3.4909999999997	0-0-0-0-	0-0-0-0-0-
3.4919999999997	0-0-0-0-	0-0-0-0-0-
3.4929999999997	0-0-0-0-	0-0-0-0-0-
3.4939999999997	0-0-0-0-	0-0-0-0-0-
3.4949999999997	0-0-0-0-	0-0-0-0-0-
3.4959999999997	0-0-0-0-	1-5-0-8-A8:00:00:00:00:00:00:00
3.4969999999997	0-0-0-0-	0-0-0-0-0-
3.4979999999997	1-5-0-8-A8:00:00:00:00:00:00:00	0-0-0-0-0-
3.4989999999997	0-0-0-0-	0-0-0-0-0-
3.4999999999997	0-0-0-0-	0-0-0-0-0-
3.5009999999997	0-0-0-0-	0-0-0-0-0-
3.5019999999997	0-0-0-0-	0-0-0-0-0-
3.5029999999997	0-0-0-0-	0-0-0-0-0-
3.5039999999997	0-0-0-0-	0-0-0-0-0-
3.5049999999997	0-0-0-0-	0-0-0-0-0-
3.5059999999997	0-0-0-0-	0-0-0-0-0-
3.5069999999997	0-0-0-0-	0-0-0-0-0-
3.5079999999997	0-0-0-0-	0-0-0-0-0-
3.5089999999997	0-0-0-0-	0-0-0-0-0-
3.5099999999997	0-0-0-0-	0-0-0-0-0-
3.5109999999997	0-0-0-0-	0-0-0-0-0-
3.5119999999997	0-0-0-0-	0-0-0-0-0-
3.5129999999997	0-0-0-0-	0-0-0-0-0-
3.5139999999997	0-0-0-0-	0-0-0-0-0-
3.5149999999997	0-0-0-0-	0-0-0-0-0-
3.5159999999997	0-0-0-0-	0-0-0-0-0-
3.5169999999997	0-0-0-0-	0-0-0-0-0-
3.5179999999997	0-0-0-0-	0-0-0-0-0-
3.5189999999997	0-0-0-0-	0-0-0-0-0-
3.5199999999997	0-0-0-0-	0-0-0-0-0-
3.5209999999997	0-0-0-0-	0-0-0-0-0-
3.5219999999997	0-0-0-0-	0-0-0-0-0-
3.5229999999997	0-0-0-0-	0-0-0-0-0-
3.5239999999997	0-0-0-0-	0-0-0-0-0-
3.5249999999997	0-0-0-0-	0-0-0-0-0-
3.5259999999997	0-0-0-0-	0-0-0-0-0-
3.5269999999997	0-0-0-0-	0-0-0-0-0-
3.5279999999997	0-0-0-0-	0-0-0-0-0-
3.5289999999997	0-0-0-0-	0-0-0-0-0-
3.5299999999997	0-0-0-0-	0-0-0-0-0-
3.5309999999997	0-0-0-0-	0-0-0-0-0-
3.5319999999997	0-0-0-0-	0-0-0-0-0-
3.5329999999997	0-0-0-0-	0-0-0-0-0-
3.5339999999997	0-0-0-0-	0-0-0-0-0-
3.5349999999997	0-0-0-0-	0-0-0-0-0-
3.5359999999997	0-0-0-0-	0-0-0-0-0-
3.5369999999997	0-0-0-0-	0-0-0-0-0-
3.5379999999997	0-0-0-0-	0-0-0-0-0-
3.5389999999997	0-0-0-0-	0-0-0-0-0-
3.5399999999997	0-0-0-0-	0-0-0-0-0-
3.5409999999997	0-0-0-0-	0-0-0-0-0-
3.5419999999997	0-0-0-0-	0-0-0-0-0-
3.5429999999997	0-0-0-0-	0-0-0-0-0-
3.5439999999997	0-0-0-0-	0-0-0-0-0-
3.5449999999997	0-0-0-0-	0-0-0-0-0-
3.5459999999997	0-0-0-0-	1-5-0-8-B2:00:00:00:00:00:00:00
3.5469999999997	0-0-0-0-	0-0-0-0-0-
3.5479999999997	1-5-0-8-B2:00:00:00:00:00:00:00	0-0-0-0-0-
3.5489999999997	0-0-0-0-	0-0-0-0-0-
3.5499999999997	0-0-0-0-	0-0-0-0-0-
3.5509999999997	0-0-0-0-	0-0-0-0-0-
3.5519999999997	0-0-0-0-	0-0-0-0-0-
3.5529999999997	0-0-0-0-	0-0-0-0-0-
3.5539999999997	0-0-0-0-	0-0-0-0-0-
3.5549999999997	0-0-0-0-	0-0-0-0-0-
3.5559999999997	0-0-0-0-	0-0-0-0-0-
3.5569999999997	0-0-0-0-	0-0-0-0-0-
3.5579999999997	0-0-0-0-	0-0-0-0-0-
3.5589999999997	0-0-0-0-	0-0-0-0-0-
3.5599999999997	0-0-0-0-	0-0-0-0-0-
3.5609999999997	0-0-0-0-	0-0-0-0-0-
3.5619999999997	0-0-0-0-	0-0-0-0-0-
3.5629999999997	0-0-0-0-	0-0-0-0-0-
3.5639999999997	0-0-0-0-	0-0-0-0-0-
3.5649999999997	0-0-0-0-	0-0-0-0-0-
3.5659999999997	0-0-0-0-	0-0-0-0-0-
3.5669999999997	0-0-0-0-	0-0-0-0-0-
3.5679999999997	0-0-0-0-	0-0-0-0-0-
3.5689999999997	0-0-0-0-	0-0-0-0-0-
3.5699999999997	0-0-0-0-	0-0-0-0-0-
3.5709999999997	0-0-0-0-	0-0-0-0-0-
3.5719999999997	0-0-0-0-	0-0-0-0-0-
3.5729999999997	0-0-0-0-	0-0-0-0-0-
3.5739999999997	0-0-0-0-	0-0-0-0-0-
3.5749999999997	0-0-0-0-	0-0-0-0-0-
3.5759999999997	0-0-0-0-	0-0-0-0-0-
3.5769999999997	0-0-0-0-	0-0-0-0-0-
3.5779999999997	0-0-0-0-	0-0-0-0-0-
3.5789999999997	0-0-0-0-	0-0-0-0-0-
3.5799999999997	0-0-0-0-	0-0-0-0-0-
3.5809999999997	0-0-0-0-	0-0-0-0-0-
3.5819999999997	0-0-0-0-	0-0-0-0-0-
3.5829999999997	0-0-0-0-	0-0-0-0-0-
3.5839999999997	0-0-0-0-	0-0-0-0-0-
3.5849999999997	0-0-0-0-	0-0-0-0-0-
3.5859999999997	0-0-0-0-	0-0-0-0-0-
3.5869999999997	0-0-0-0-	0-0-0-0-0-
3.5879999999997	0-0-0-0-	0-0-0-0-0-
3.5889999999997	0-0-0-0-	0-0-0-0-0-
3.5899999999997	0-0-0-0-	0-0-0-0-0-
3.5909999999997	0-0-0-0-	0-0-0-0-0-
3.5919999999997	0-0-0-0-	0-0-0-0-0-
3.5929999999997	0-0-0-0-	0-0-0-0-0-
3.5939999999997	0-0-0-0-	0-0-0-0-0-
3.5949999999997	0-0-0-0-	0-0-0-0-0-
3.5959999999997	0-0-0-0-	1-5-0-8-BC:00:00:00:00:00:00:00
3.5969999999997	0-0-0-0-	0-0-0-0-0-
3.5979999999997	1-5-0-8-BC:00:00:00:00:00:00:00	0-0-0-0-0-
3.5989999999997	0-0-0-0-	0-0-0-0-0-
3.5999999999997	0-0-0-0-	0-0-0-0-0-
3.6009999999997	0-0-0-0-	0-0-0-0-0-
3.6019999999997	0-0-0-0-	0-0-0-0-0-
3.6029999999997	0-0-0-0-	0-0-0-0-0-
3.6039999999997	0-0-0-0-	0-0-0-0-0-
3.6049999999997	0-0-0-0-	0-0-0-0-0-
3.6059999999997	0-0-0-0-	0-0-0-0-0-
3.6069999999997	0-0-0-0-	0-0-0-0-0-
3.6079999999997	0-0-0-0-	0-0-0-0-0-
3.6089999999997	0-0-0-0-	0-0-0-0-0-
3.6099999999997	0-0-0-0-	0-0-0-0-0-
3.6109999999997	0-0-0-0-	0-0-0-0-0-
3.6119999999997	0-0-0-0-	0-0-0-0-0-
3.6129999999997	0-0-0-0-	0-0-0-0-0-
3.6139999999997	0-0-0-0-	0-0-0-0-0-
3.6149999999997	0-0-0-0-	0-0-0-0-0-
3.6159999999997	0-0-0-0-	0-0-0-0-0-
3.6169999999997	0-0-0-0-	0-0-0-0-0-
3.6179999999997	0-0-0-0-	0-0-0-0-0-
3.6189999999997	0-0-0-0-	0-0-0-0-0-
3.6199999999997	0-0-0-0-	0-0-0-0-0-
3.6209999999997	0-0-0-0-	0-0-0-0-0-
3.6219999999997	0-0-0-0-	0-0-0-0-0-
3.6229999999997	0-0-0-0-	0-0-0-0-0-
3.6239999999997	0-0-0-0-	0-0-0-0-0-
